faq_id,stage,audience,category,question,paraphrases,answer,next_action,contact_channel,restrictions,visibility,confidence_type,updated_at,source,keywords,manual_files,last_editor_id,last_editor_name,last_edited_at
FAQ-030,매장운영,공통,8.7 매장 비품/쇼핑백/내선전화/POS,쇼핑백 비용은 얼마인가요?,쇼핑백 비용은 얼마인가요?; 쇼핑백 비용은 얼마는 어떻게 되나요?; 쇼핑백 비용은 얼마를 알려주세요.; 쇼핑백 비용은 얼마 문의드립니다.; 쇼핑백 비용은 얼마 확인 부탁드립니다.; 쇼핑백 비용은 얼마는 어디에서 확인하나요?; 쇼핑백 비용은 얼마를 안내해 주세요.; 쇼핑백 비용은 얼마 알 수 있을까요?; 쇼핑백 비용은 얼마 관련 기준이 궁금합니다.; 쇼핑백 비용은 얼마 관련해서 확인하고 싶습니다.,"무상 제공으로 운영되며, 아이파크몰 제공 쇼핑백을 유상으로 판매하실 수는 없습니다.","불출 및 신청 일정에 맞춰 비품·POS 요청을 접수하시고, 현장 수령 및 설치 여부를 확인하시면 됩니다.",전산/POS 02-2012-0200; KT 02-2012-2200; 담당 바이어,-,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-031,매장운영,공통,8.7 매장 비품/쇼핑백/내선전화/POS,쇼핑백 수령 위치와 수령 가능 시간은 어떻게 되나요?,쇼핑백 수령 위치와 수령 가능 시간은 어떻게 되나요?; 쇼핑백 수령 위치와 수령 가능 시간을 알려주세요.; 쇼핑백 수령 위치와 수령 가능 시간 문의드립니다.; 쇼핑백 수령 위치와 수령 가능 시간 확인 부탁드립니다.; 쇼핑백 수령 위치와 수령 가능 시간은 어디에서 확인하나요?; 쇼핑백 수령 위치와 수령 가능 시간을 안내해 주세요.; 쇼핑백 수령 위치와 수령 가능 시간 알 수 있을까요?; 쇼핑백 수령 위치와 수령 가능 시간 관련 기준이 궁금합니다.; 쇼핑백 수령 위치와 수령 가능 시간 관련해서 확인하고 싶습니다.,"정해진 날짜와 시간에 별주차장 지하 3층 7번 기둥 뒤쪽에서 불출합니다. 불출 가능 일자는 매월 상이하므로, 담당 바이어에게 문의 바랍니다.","불출 및 신청 일정에 맞춰 비품·POS 요청을 접수하시고, 현장 수령 및 설치 여부를 확인하시면 됩니다.",전산/POS 02-2012-0200; KT 02-2012-2200; 담당 바이어,-,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-032,매장운영,공통,8.7 매장 비품/쇼핑백/내선전화/POS,쇼핑백 제공 가능 사이즈와 주문/추가 요청 방법은 어떻게 되나요?,쇼핑백 제공 가능 사이즈와 주문/추가 요청 방법은 어떻게 되나요?; 쇼핑백 제공 가능 사이즈와 주문/추가 요청 방법을 알려주세요.; 쇼핑백 제공 가능 사이즈와 주문/추가 요청 방법 문의드립니다.; 쇼핑백 제공 가능 사이즈와 주문/추가 요청 방법 확인 부탁드립니다.; 쇼핑백 제공 가능 사이즈와 주문/추가 요청 방법은 어디에서 확인하나요?; 쇼핑백 제공 가능 사이즈와 주문/추가 요청 방법을 안내해 주세요.; 쇼핑백 제공 가능 사이즈와 주문/추가 요청 방법 알 수 있을까요?; 쇼핑백 제공 가능 사이즈와 주문/추가 요청 방법 관련 기준이 궁금합니다.; 쇼핑백 제공 가능 사이즈와 주문/추가 요청 방법 관련해서 확인하고 싶습니다.,"쇼핑백은 소형, 중형, 대형, 특대형으로 운영되며, 별주차장 지하 3층에서 필요한 수량만큼 직접 수령하시면 됩니다.","불출 및 신청 일정에 맞춰 비품·POS 요청을 접수하시고, 현장 수령 및 설치 여부를 확인하시면 됩니다.",전산/POS 02-2012-0200; KT 02-2012-2200; 담당 바이어,-,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-033,매장운영,공통,8.13 유선전화,"내선전화 신청 절차, 설치 리드타임, 비용 부담 기준은 어떻게 되나요?","내선전화 신청 절차, 설치 리드타임, 비용 부담 기준은 어떻게 되나요?; 내선전화 신청 절차, 설치 리드타임, 비용 부담 기준을 알려주세요.; 내선전화 신청 절차, 설치 리드타임, 비용 부담 기준 문의드립니다.; 내선전화 신청 절차, 설치 리드타임, 비용 부담 기준 확인 부탁드립니다.; 내선전화 신청 절차, 설치 리드타임, 비용 부담 기준은 어디에서 확인하나요?; 내선전화 신청 절차, 설치 리드타임, 비용 부담 기준을 안내해 주세요.; 내선전화 신청 절차, 설치 리드타임, 비용 부담 기준 알 수 있을까요?; 내선전화 신청 절차, 설치 리드타임, 비용 부담 기준 내용이 궁금합니다.; 내선전화 신청 절차, 설치 리드타임, 비용 부담 기준 관련해서 확인하고 싶습니다.","신규 회선은 02-2012-2200(KT 아이파크몰사무소, 2F 유니클로 매장 내)로 신청하시면 됩니다. 번호 발급 후에는 개별 바이어에게 매장 번호를 전달해 주셔야 하며, 신청 다음 날 반영되므로 입점 전에 사전 등록을 권장드립니다. 기존 회선 명의변경은 인수자와 인계자 모두 개인사업자 자격이 필요하며, 신분증과 사업자등록증을 지참해 KT플라자 용산점을 방문하셔야 합니다. 명의변경은 점내 사무소에서 처리되지 않습니다.","불출 및 신청 일정에 맞춰 비품·POS 요청을 접수하시고, 현장 수령 및 설치 여부를 확인하시면 됩니다.",전산/POS 02-2012-0200; KT 02-2012-2200; 담당 바이어,사전 신청/협의; 일부 항목 불가,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,./references/manual/내선 전화 신청 방법.pdf,,,
FAQ-034,매장운영,공통,8.12 POS,POS 사용 방법 안내 채널(매뉴얼/교육/현장 지원)과 문의처는 어떻게 되나요?,POS 사용 방법 안내 채널(매뉴얼/교육/현장 지원)과 문의처는 어떻게 되나요?; POS 사용 방법 안내 채널(매뉴얼/교육/현장 지원)과 문의처를 알려주세요.; POS 사용 방법 안내 채널(매뉴얼/교육/현장 지원)과 문의처 문의드립니다.; POS 사용 방법 안내 채널(매뉴얼/교육/현장 지원)과 문의처 확인 부탁드립니다.; POS 사용 방법 안내 채널(매뉴얼/교육/현장 지원)과 문의처는 어디에서 확인하나요?; POS 사용 방법 안내 채널(매뉴얼/교육/현장 지원)과 문의처를 안내해 주세요.; POS 사용 방법 안내 채널(매뉴얼/교육/현장 지원)과 문의처 알 수 있을까요?; POS 사용 방법 안내 채널(매뉴얼/교육/현장 지원)과 문의처 관련 기준이 궁금합니다.; POS 사용 방법 안내 채널(매뉴얼/교육/현장 지원)과 문의처 관련해서 확인하고 싶습니다.,"POS 매뉴얼은 첨부파일 참고 바라며, 오픈 전 현장 사용 교육 바이어를 통해 진행됩니다.","불출 및 신청 일정에 맞춰 비품·POS 요청을 접수하시고, 현장 수령 및 설치 여부를 확인하시면 됩니다.",전산/POS 02-2012-0200; KT 02-2012-2200; 담당 바이어,사전 신청/협의,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,"./references/manual/아이파크몰 용산점 리빙,패션,팝업-POS 매뉴얼.pdf; ./references/manual/아이파크몰 용산점 FnB-POS 매뉴얼_협력사원 교육용.pdf",,,
FAQ-035,매장운영,공통,8.12 POS,POS 장애 발생 시 즉시 대응 연락처와 처리 SLA는 어떻게 되나요?,POS 장애 발생 시 즉시 대응 연락처와 처리 SLA는 어떻게 되나요?; POS 장애 발생 시 즉시 대응 연락처와 처리 SLA를 알려주세요.; POS 장애 발생 시 즉시 대응 연락처와 처리 SLA 문의드립니다.; POS 장애 발생 시 즉시 대응 연락처와 처리 SLA 확인 부탁드립니다.; POS 장애 발생 시 즉시 대응 연락처와 처리 SLA는 어디에서 확인하나요?; POS 장애 발생 시 즉시 대응 연락처와 처리 SLA를 안내해 주세요.; POS 장애 발생 시 즉시 대응 연락처와 처리 SLA 알 수 있을까요?; POS 장애 발생 시 즉시 대응 연락처와 처리 SLA 관련 기준이 궁금합니다.; POS 장애 발생 시 즉시 대응 연락처와 처리 SLA 관련해서 확인하고 싶습니다.,POS 장애가 발생하면 전산실(02-2012-0200)로 연락하시면 점검 연계가 가능합니다.,"불출 및 신청 일정에 맞춰 비품·POS 요청을 접수하시고, 현장 수령 및 설치 여부를 확인하시면 됩니다.",전산/POS 02-2012-0200; KT 02-2012-2200; 담당 바이어,-,공통공개,확정 정책형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,"./references/manual/아이파크몰 용산점 리빙,패션,팝업-POS 매뉴얼.pdf; ./references/manual/아이파크몰 용산점 FnB-POS 매뉴얼_협력사원 교육용.pdf",,,
FAQ-036,입점진행,공통,8.8 인력 운영 및 교육,브랜드 스태프 필수 이수 교육(안전/CS/보안)이 있나요?,브랜드 스태프 필수 이수 교육(안전/CS/보안)이 있나요?; 브랜드 스태프 필수 이수 교육(안전/CS/보안)는 어떻게 되나요?; 브랜드 스태프 필수 이수 교육(안전/CS/보안)를 알려주세요.; 브랜드 스태프 필수 이수 교육(안전/CS/보안) 문의드립니다.; 브랜드 스태프 필수 이수 교육(안전/CS/보안) 확인 부탁드립니다.; 브랜드 스태프 필수 이수 교육(안전/CS/보안)는 어디에서 확인하나요?; 브랜드 스태프 필수 이수 교육(안전/CS/보안)를 안내해 주세요.; 브랜드 스태프 필수 이수 교육(안전/CS/보안) 알 수 있을까요?; 브랜드 스태프 필수 이수 교육(안전/CS/보안) 관련 기준이 궁금합니다.; 브랜드 스태프 필수 이수 교육(안전/CS/보안) 관련해서 확인하고 싶습니다.,정규 입점 브랜드는 신규 입점 교육을 1회 수강하시는 것을 권장드립니다.,"입점 전에 교육과 출입증 등록을 완료하시고, 근무 규정을 직원분들께 공유하시면 됩니다.",담당 바이어; 보안 02-2012-4112,-,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-037,입점진행,공통,8.8 인력 운영 및 교육,유니폼/명찰/출입카드 착용 기준은 어떻게 되나요?,유니폼/명찰/출입카드 착용 기준은 어떻게 되나요?; 유니폼/명찰/출입카드 착용 기준을 알려주세요.; 유니폼/명찰/출입카드 착용 기준 문의드립니다.; 유니폼/명찰/출입카드 착용 기준 확인 부탁드립니다.; 유니폼/명찰/출입카드 착용 기준은 어디에서 확인하나요?; 유니폼/명찰/출입카드 착용 기준을 안내해 주세요.; 유니폼/명찰/출입카드 착용 기준 알 수 있을까요?; 유니폼/명찰/출입카드 착용 기준 내용이 궁금합니다.; 유니폼/명찰/출입카드 착용 기준 관련해서 확인하고 싶습니다.,협력사원 모바일 앱에 가입하시면 모바일 출입증 발급이 가능합니다. 자세한 내용은 첨부파일을 참고해 주세요.,"입점 전에 교육과 출입증 등록을 완료하시고, 근무 규정을 직원분들께 공유하시면 됩니다.",담당 바이어; 보안 02-2012-4112,현장 조건에 따라 가능,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-038,입점진행,공통,8.8 인력 운영 및 교육,근무 중 식사/휴게 공간 사용 규정은 어떻게 되나요?,근무 중 식사/휴게 공간 사용 규정은 어떻게 되나요?; 근무 중 식사/휴게 공간 사용 규정을 알려주세요.; 근무 중 식사/휴게 공간 사용 규정 문의드립니다.; 근무 중 식사/휴게 공간 사용 규정 확인 부탁드립니다.; 근무 중 식사/휴게 공간 사용 규정은 어디에서 확인하나요?; 근무 중 식사/휴게 공간 사용 규정을 안내해 주세요.; 근무 중 식사/휴게 공간 사용 규정 알 수 있을까요?; 근무 중 식사/휴게 공간 사용 규정 관련 기준이 궁금합니다.; 근무 중 식사/휴게 공간 사용 규정 관련해서 확인하고 싶습니다.,"팝업 매장을 비우지 않도록 교차근무를 권장드립니다. 직원 휴게 공간은 패션파크 4F, 리빙파크 5F, D7 등에 위치해 있습니다.","입점 전에 교육과 출입증 등록을 완료하시고, 근무 규정을 직원분들께 공유하시면 됩니다.",담당 바이어; 보안 02-2012-4112,-,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-039,매장운영,공통,8.9 정산 및 행정,대금 정산 주기(일/주/월)와 지급 일정은 어떻게 되나요?,대금 정산 주기(일/주/월)와 지급 일정은 어떻게 되나요?; 대금 정산 주기(일/주/월)와 지급 일정을 알려주세요.; 대금 정산 주기(일/주/월)와 지급 일정 문의드립니다.; 대금 정산 주기(일/주/월)와 지급 일정 확인 부탁드립니다.; 대금 정산 주기(일/주/월)와 지급 일정은 어디에서 확인하나요?; 대금 정산 주기(일/주/월)와 지급 일정을 안내해 주세요.; 대금 정산 주기(일/주/월)와 지급 일정 알 수 있을까요?; 대금 정산 주기(일/주/월)와 지급 일정 관련 기준이 궁금합니다.; 대금 정산 주기(일/주/월)와 지급 일정 관련해서 확인하고 싶습니다.,"대금은 월별로 정산되며, 월초에 트러스빌 사이트에서 역발행 세금계산서를 협력사에서 직접 승인하신 뒤 익월 25일 입금되는 기준으로 진행됩니다.","월초 정산 일정에 맞춰 트러스빌에서 세금계산서를 승인하시고, 입금 일정을 확인하시면 됩니다.",트러스빌; 담당 바이어,-,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-040,매장운영,공통,8.9 정산 및 행정,대금 정산서 확인 및 이의신청 마감일 기준은 어떻게 되나요?,대금 정산서 확인 및 이의신청 마감일 기준은 어떻게 되나요?; 대금 정산서 확인 및 이의신청 마감일 기준을 알려주세요.; 대금 정산서 확인 및 이의신청 마감일 기준 문의드립니다.; 대금 정산서 확인 및 이의신청 마감일 기준 확인 부탁드립니다.; 대금 정산서 확인 및 이의신청 마감일 기준은 어디에서 확인하나요?; 대금 정산서 확인 및 이의신청 마감일 기준을 안내해 주세요.; 대금 정산서 확인 및 이의신청 마감일 기준 알 수 있을까요?; 대금 정산서 확인 및 이의신청 마감일 기준 내용이 궁금합니다.; 대금 정산서 확인 및 이의신청 마감일 기준 관련해서 확인하고 싶습니다.,"역발행 세금계산서를 확인하신 뒤, 이상이 있으면 바이어에게 바로 문의하시면 됩니다.","월초 정산 일정에 맞춰 트러스빌에서 세금계산서를 승인하시고, 입금 일정을 확인하시면 됩니다.",트러스빌; 담당 바이어,-,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-041,매장운영,공통,8.9 정산 및 행정,세금계산서 발행 주체/발행일/필수 기재 항목은 어떻게 되나요?,세금계산서 발행 주체/발행일/필수 기재 항목은 어떻게 되나요?; 세금계산서 발행 주체/발행일/필수 기재 항목을 알려주세요.; 세금계산서 발행 주체/발행일/필수 기재 항목 문의드립니다.; 세금계산서 발행 주체/발행일/필수 기재 항목 확인 부탁드립니다.; 세금계산서 발행 주체/발행일/필수 기재 항목은 어디에서 확인하나요?; 세금계산서 발행 주체/발행일/필수 기재 항목을 안내해 주세요.; 세금계산서 발행 주체/발행일/필수 기재 항목 알 수 있을까요?; 세금계산서 발행 주체/발행일/필수 기재 항목 관련 기준이 궁금합니다.; 세금계산서 발행 주체/발행일/필수 기재 항목 관련해서 확인하고 싶습니다.,매출에서 수수료를 제외한 금액 기준으로 월 초 (매월 1~5일 이내) 월말 기준 역발행 세금계산서가 발행됩니다.,"월초 정산 일정에 맞춰 트러스빌에서 세금계산서를 승인하시고, 입금 일정을 확인하시면 됩니다.",트러스빌; 담당 바이어,-,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-042,매장운영,공통,8.9 정산 및 행정,"프로모션 비용, 공용비, 관리비 청구 방식은 어떻게 되나요?","프로모션 비용, 공용비, 관리비 청구 방식은 어떻게 되나요?; 프로모션 비용, 공용비, 관리비 청구 방식을 알려주세요.; 프로모션 비용, 공용비, 관리비 청구 방식 문의드립니다.; 프로모션 비용, 공용비, 관리비 청구 방식 확인 부탁드립니다.; 프로모션 비용, 공용비, 관리비 청구 방식은 어디에서 확인하나요?; 프로모션 비용, 공용비, 관리비 청구 방식을 안내해 주세요.; 프로모션 비용, 공용비, 관리비 청구 방식 알 수 있을까요?; 프로모션 비용, 공용비, 관리비 청구 방식 관련 기준이 궁금합니다.; 프로모션 비용, 공용비, 관리비 청구 방식 관련해서 확인하고 싶습니다.",브랜드 프로모션 비용은 브랜드 측 비용으로 청구됩니다. 아이파크몰과 공동판촉 진행을 원하실 경우에는 바이어와 별도로 협의하셔야 합니다.,"월초 정산 일정에 맞춰 트러스빌에서 세금계산서를 승인하시고, 입금 일정을 확인하시면 됩니다.",트러스빌; 담당 바이어,-,공통공개,확정 정책형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-043,입점진행,브랜드,"8.10 마케팅, 사인물, 콘텐츠 반영","매장 사인물 설치 가이드(사이즈, 소재, 위치 제한)는 어떻게 되나요?","매장 사인물 설치 가이드(사이즈, 소재, 위치 제한)는 어떻게 되나요?; 매장 사인물 설치 가이드(사이즈, 소재, 위치 제한)를 알려주세요.; 매장 사인물 설치 가이드(사이즈, 소재, 위치 제한) 문의드립니다.; 매장 사인물 설치 가이드(사이즈, 소재, 위치 제한) 확인 부탁드립니다.; 매장 사인물 설치 가이드(사이즈, 소재, 위치 제한)는 어디에서 확인하나요?; 매장 사인물 설치 가이드(사이즈, 소재, 위치 제한)를 안내해 주세요.; 매장 사인물 설치 가이드(사이즈, 소재, 위치 제한) 알 수 있을까요?; 매장 사인물 설치 가이드(사이즈, 소재, 위치 제한) 관련 기준이 궁금합니다.; 매장 사인물 설치 가이드(사이즈, 소재, 위치 제한) 관련해서 확인하고 싶습니다.",행사장 구조물 높이 기준은 구역마다 다르므로 바이어와 협의가 필요합니다. 최대 높이는 통상 1500~1600mm 범위로 안내됩니다.,"소재 규격과 마감 기한을 확인하신 뒤, 담당 바이어에게 기한 내 제출하시면 됩니다.",담당 바이어; PMS,-,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-044,입점진행,브랜드,"8.10 마케팅, 사인물, 콘텐츠 반영",POP 출력 장소는 어디인가요?,POP 출력 장소는 어디인가요?; POP 출력 장소는 어디는 어떻게 되나요?; POP 출력 장소는 어디를 알려주세요.; POP 출력 장소는 어디 문의드립니다.; POP 출력 장소는 어디 확인 부탁드립니다.; POP 출력 장소는 어디는 어디에서 확인하나요?; POP 출력 장소는 어디를 안내해 주세요.; POP 출력 장소는 어디 알 수 있을까요?; POP 출력 장소는 어디 관련 기준이 궁금합니다.; POP 출력 장소는 어디 관련해서 확인하고 싶습니다.,"패션파크 5층 수선실 옆 POP실에 방문하셔서 세중PMS 프로그램으로 직접 신청하시면 됩니다. 쇼카드와 A4, A3 POP 출력이 가능합니다.","소재 규격과 마감 기한을 확인하신 뒤, 담당 바이어에게 기한 내 제출하시면 됩니다.",담당 바이어; PMS,현장 조건에 따라 가능,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-045,입점진행,브랜드,"8.10 마케팅, 사인물, 콘텐츠 반영",상세페이지를 포함한 APP 기획 광고 가이드라인은 무엇인가요?,상세페이지를 포함한 APP 기획 광고 가이드라인은 무엇인가요?; 상세페이지를 포함한 APP 기획 광고 가이드라인은 무엇은 어떻게 되나요?; 상세페이지를 포함한 APP 기획 광고 가이드라인은 무엇을 알려주세요.; 상세페이지를 포함한 APP 기획 광고 가이드라인은 무엇 문의드립니다.; 상세페이지를 포함한 APP 기획 광고 가이드라인은 무엇 확인 부탁드립니다.; 상세페이지를 포함한 APP 기획 광고 가이드라인은 무엇은 어디에서 확인하나요?; 상세페이지를 포함한 APP 기획 광고 가이드라인은 무엇을 안내해 주세요.; 상세페이지를 포함한 APP 기획 광고 가이드라인은 무엇 알 수 있을까요?; 상세페이지를 포함한 APP 기획 광고 가이드라인은 무엇 관련 기준이 궁금합니다.; 상세페이지를 포함한 APP 기획 광고 가이드라인은 무엇 관련해서 확인하고 싶습니다.,상세 가이드는 첨부파일을 참고해 주세요.,"소재 규격과 마감 기한을 확인하신 뒤, 담당 바이어에게 기한 내 제출하시면 됩니다.",담당 바이어; PMS,-,공통공개,확정 정책형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-046,입점진행,브랜드,"8.10 마케팅, 사인물, 콘텐츠 반영","DID(에스컬레이터, 엘리베이터) 송출 신청 프로세스는 어떻게 되나요?","DID(에스컬레이터, 엘리베이터) 송출 신청 프로세스는 어떻게 되나요?; DID(에스컬레이터, 엘리베이터) 송출 신청 프로세스를 알려주세요.; DID(에스컬레이터, 엘리베이터) 송출 신청 프로세스 문의드립니다.; DID(에스컬레이터, 엘리베이터) 송출 신청 프로세스 확인 부탁드립니다.; DID(에스컬레이터, 엘리베이터) 송출 신청 프로세스는 어디에서 확인하나요?; DID(에스컬레이터, 엘리베이터) 송출 신청 프로세스를 안내해 주세요.; DID(에스컬레이터, 엘리베이터) 송출 신청 프로세스 알 수 있을까요?; DID(에스컬레이터, 엘리베이터) 송출 신청 프로세스 관련 기준이 궁금합니다.; DID(에스컬레이터, 엘리베이터) 송출 신청 프로세스 관련해서 확인하고 싶습니다.","에스컬레이터는 가로형 1920×1080px, 엘리베이터는 세로형 1080×1920px JPG 파일 각 1장을 준비해 담당 바이어에게 송출 희망일 7일 전까지 전달하시면 됩니다. 매장명, 연락처, 위치, 행사 내용, 기간 등을 포함해 주셔야 하며, 장소 표기 시에는 아이파크몰 문구를 별도로 넣지 않으셔도 됩니다. 영상 송출은 불가합니다.","소재 규격과 마감 기한을 확인하신 뒤, 담당 바이어에게 기한 내 제출하시면 됩니다.",담당 바이어; PMS,일부 항목 불가,공통공개,확정 정책형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-047,입점진행,브랜드,"8.10 마케팅, 사인물, 콘텐츠 반영",일반광고 APP 신청 가이드라인은 어떻게 되나요?,일반광고 APP 신청 가이드라인은 어떻게 되나요?; 일반광고 APP 신청 가이드라인을 알려주세요.; 일반광고 APP 신청 가이드라인 문의드립니다.; 일반광고 APP 신청 가이드라인 확인 부탁드립니다.; 일반광고 APP 신청 가이드라인은 어디에서 확인하나요?; 일반광고 APP 신청 가이드라인을 안내해 주세요.; 일반광고 APP 신청 가이드라인 알 수 있을까요?; 일반광고 APP 신청 가이드라인 관련 기준이 궁금합니다.; 일반광고 APP 신청 가이드라인 관련해서 확인하고 싶습니다.,"APP 광고는 대표 이미지 1컷(정방형 권장)과 프로모션 기간, 내용을 포함해 담당 바이어에게 송출 희망일 2주 전까지 직접 신청하시면 됩니다.","소재 규격과 마감 기한을 확인하신 뒤, 담당 바이어에게 기한 내 제출하시면 됩니다.",담당 바이어; PMS,-,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-048,매장운영,공통,"8.11 철수, 연장, 계약 종료",팝업 종료 후 철수 가능 시간과 반출 동선은 어떻게 되나요?,팝업 종료 후 철수 가능 시간과 반출 동선은 어떻게 되나요?; 팝업 종료 후 철수 가능 시간과 반출 동선을 알려주세요.; 팝업 종료 후 철수 가능 시간과 반출 동선 문의드립니다.; 팝업 종료 후 철수 가능 시간과 반출 동선 확인 부탁드립니다.; 팝업 종료 후 철수 가능 시간과 반출 동선은 어디에서 확인하나요?; 팝업 종료 후 철수 가능 시간과 반출 동선을 안내해 주세요.; 팝업 종료 후 철수 가능 시간과 반출 동선 알 수 있을까요?; 팝업 종료 후 철수 가능 시간과 반출 동선 관련 기준이 궁금합니다.; 팝업 종료 후 철수 가능 시간과 반출 동선 관련해서 확인하고 싶습니다.,"철수는 설치와 동일하게 출입신청 후 각 하역장 동선을 기준으로 진행되며, 반드시 폐점 후 작업하셔야 합니다.","철수 계획을 사전에 공유하시고, 출입신청 후 폐점 이후 원상복구까지 완료하시면 됩니다.",담당 바이어; 보안 02-2012-4112,폐점 후 작업,공통공개,운영 사례형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-049,매장운영,공통,"8.11 철수, 연장, 계약 종료",철수 시 폐기물 처리 비용 부담 주체는 누구인가요?,철수 시 폐기물 처리 비용 부담 주체는 누구인가요?; 철수 시 폐기물 처리 비용 부담 주체는 누구는 어떻게 되나요?; 철수 시 폐기물 처리 비용 부담 주체는 누구를 알려주세요.; 철수 시 폐기물 처리 비용 부담 주체는 누구 문의드립니다.; 철수 시 폐기물 처리 비용 부담 주체는 누구 확인 부탁드립니다.; 철수 시 폐기물 처리 비용 부담 주체는 누구는 어디에서 확인하나요?; 철수 시 폐기물 처리 비용 부담 주체는 누구를 안내해 주세요.; 철수 시 폐기물 처리 비용 부담 주체는 누구 알 수 있을까요?; 철수 시 폐기물 처리 비용 부담 주체는 누구 관련 기준이 궁금합니다.; 철수 시 폐기물 처리 비용 부담 주체는 누구 관련해서 확인하고 싶습니다.,폐기물 처리 비용은 협력사에서 부담하셔야 합니다.,"철수 계획을 사전에 공유하시고, 출입신청 후 폐점 이후 원상복구까지 완료하시면 됩니다.",담당 바이어; 보안 02-2012-4112,-,공통공개,확정 정책형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
FAQ-050,매장운영,공통,"8.11 철수, 연장, 계약 종료",계약 연장 검토 시작 시점과 의사결정 일정은 어떻게 되나요?,계약 연장 검토 시작 시점과 의사결정 일정은 어떻게 되나요?; 계약 연장 검토 시작 시점과 의사결정 일정을 알려주세요.; 계약 연장 검토 시작 시점과 의사결정 일정 문의드립니다.; 계약 연장 검토 시작 시점과 의사결정 일정 확인 부탁드립니다.; 계약 연장 검토 시작 시점과 의사결정 일정은 어디에서 확인하나요?; 계약 연장 검토 시작 시점과 의사결정 일정을 안내해 주세요.; 계약 연장 검토 시작 시점과 의사결정 일정 알 수 있을까요?; 계약 연장 검토 시작 시점과 의사결정 일정 관련 기준이 궁금합니다.; 계약 연장 검토 시작 시점과 의사결정 일정 관련해서 확인하고 싶습니다.,계약 연장 검토는 종료 예정일 기준 60일 이내에 담당 바이어와 상의하시면 됩니다.,"철수 계획을 사전에 공유하시고, 출입신청 후 폐점 이후 원상복구까지 완료하시면 됩니다.",담당 바이어; 보안 02-2012-4112,-,공통공개,확인 필요형 답변,2026-03-07,답변 입력용 표.xls; 브랜드faq_BRD.md; kakaodata,,,,,
